Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2016-09-01,28459.09,28548.75,28386.77,28423.48,17324230
2016-09-02,28498.72,28580.26,28428.48,28532.11,12380734
2016-09-06,28631.27,29012.59,28631.27,28978.02,18793664
2016-09-07,29035.67,29065.75,28913.91,28926.36,20396788
2016-09-08,28929.46,29076.93,28858.75,29045.28,15468901
2016-09-09,29062.9,29062.9,28755.1,28797.25,12112542
2016-09-12,28481.09,28481.09,28254.05,28353.54,14108798
2016-09-14,28345.49,28415.18,28259.38,28372.23,11929101
2016-09-15,28398.33,28453.88,28311.48,28412.89,9923461
2016-09-16,28520.3,28778.51,28495.87,28599.03,13832473
2016-09-19,28626.6,28713.94,28554.29,28634.5,12971862
2016-09-20,28685.62,28685.62,28481.29,28523.2,8166332
2016-09-21,28559.35,28689.05,28466.17,28507.42,12747723
2016-09-22,28814.1,28870.36,28693.07,28773.13,10973489
2016-09-23,28822.03,28822.03,28628.19,28668.22,13735637
2016-09-26,28630.92,28630.92,28273.36,28294.28,17066996
2016-09-27,28381.79,28432.19,28180.12,28223.7,9084580
2016-09-28,28267.26,28378.3,28207.83,28292.81,11092082
2016-09-29,28436.86,28474.34,27723.13,27827.53,14022583
2016-09-30,27818.9,27952.71,27717.26,27865.96,10758487
2016-10-03,27997.29,28272.24,27922.44,28243.29,11246966
2016-10-04,28373.75,28399.3,28243.14,28334.55,18922080
2016-10-05,28463.3,28477.65,28189.15,28220.98,11636431
2016-10-06,28299.41,28328.49,28032.61,28106.21,9429176
2016-10-07,28152.08,28153.27,27964.98,28061.14,13075865
2016-10-10,28165.81,28216.64,28069.25,28082.34,7133061
2016-10-13,28042.62,28042.62,27565.11,27643.11,12295427
2016-10-14,27695.4,27756.77,27552.89,27673.6,14417530
2016-10-17,27776.14,27797.88,27488.46,27529.97,17580864
2016-10-18,27656.29,28063.56,27656.29,28050.88,16161322
2016-10-19,28118.27,28120.18,27926.79,27984.37,15743483
2016-10-20,28079.27,28212.18,28060.5,28129.84,11613408
2016-10-21,28133.21,28142.16,27957.99,28077.18,8779212
2016-10-24,28156.59,28255.05,28076.4,28179.08,15552941
2016-10-25,28197.67,28206.42,28014.39,28091.42,11262610
2016-10-26,28016.78,28016.78,27759.63,27836.51,14526685
2016-10-27,27837.04,27941.13,27666.11,27915.9,13955100
2016-10-28,27954.5,27998.42,27790.44,27941.51,11742146
2016-11-01,27946.92,28029.55,27847.88,27876.61,10401808
2016-11-02,27640.49,27643.42,27501.44,27527.22,13432144
2016-11-03,27478.3,27599.45,27399.52,27430.28,11095754
2016-11-04,27474.51,27497.27,27193.61,27274.15,25065744
2016-11-07,27552.27,27587.43,27401.9,27458.99,11612189
2016-11-08,27597.11,27645.33,27407.8,27591.14,10474721
2016-11-09,26127.33,27395.65,25908.7,27252.53,21798556
2016-11-10,27630.07,27742.47,27457.25,27517.68,17122448
2016-11-11,27298.59,27298.59,26778.96,26818.82,17605900
2016-11-15,26809.61,26809.61,26254.23,26304.63,16856888
2016-11-16,26590.99,26619.92,26244.48,26298.69,14596229
2016-11-17,26258.64,26448.01,26157.68,26227.62,11315198
2016-11-18,26250.98,26349.02,26107.71,26150.24,9891045
2016-11-21,26246.7,26262.17,25719.23,25765.14,10243616
2016-11-22,25970.06,26039.64,25766.3,25960.78,8336355
2016-11-23,26120.77,26121.99,25877.27,26051.81,9189932
2016-11-24,26003.85,26019.14,25811.6,25860.17,8876829
2016-11-25,25975.83,26342.25,25875.31,26316.34,11890020
2016-11-28,26303.52,26413.58,26183.9,26350.17,11200364
2016-11-29,26393.34,26586.04,26355.94,26394.01,9890747
2016-11-30,26469.91,26679.4,26395.6,26652.81,8042820
2016-12-01,26743.64,26743.64,26542.42,26559.92,11550175
2016-12-02,26437.37,26462.35,26183.83,26230.66,9883529
2016-12-05,26253.48,26388.96,26125.62,26349.1,13182137
2016-12-06,26403.62,26502.43,26357.8,26392.76,7750469
2016-12-07,26464.09,26540.83,26167.09,26236.87,10814602
2016-12-08,26379.34,26733.46,26379.34,26694.28,8475263
2016-12-09,26800.14,26803.76,26708.1,26747.18,10121748
2016-12-12,26725.31,26725.31,26469.1,26515.24,8794202
2016-12-13,26606.52,26724.51,26494.34,26697.82,7155130
2016-12-14,26727.58,26732.65,26548.2,26602.84,10172887
2016-12-15,26448.29,26737.39,26409.74,26519.07,13071776
2016-12-16,26584.24,26594.11,26455.27,26489.56,7798839
2016-12-19,26505.66,26505.66,26341.12,26374.7,7610318
2016-12-20,26400.56,26433.9,26241.94,26307.98,7457992
2016-12-21,26390.71,26395.47,26215.32,26242.38,6292292
2016-12-22,26211.18,26213.03,25941.57,25979.6,7781362
2016-12-23,25962.89,26142.89,25872.38,26040.7,7692793
2016-12-26,25992.41,25992.41,25753.77,25807.1,5635287
2016-12-27,25835.72,26248.99,25805.12,26213.44,9045657
2016-12-28,26242.15,26414.87,26193.78,26210.68,8768691
2016-12-29,26403.24,26403.24,26169.69,26366.15,6933649
2016-12-30,26413.64,26677.78,26408.26,26626.46,8907762
2017-01-02,26711.15,26711.15,26447.82,26595.45,8202613
2017-01-03,26622.24,26723.9,26488.51,26643.24,10111344
2017-01-04,26685.32,26723.13,26606.06,26633.13,8336068
2017-01-05,26785.51,26916.98,26740.2,26878.24,10077474
2017-01-06,26929.69,27009.01,26734.96,26759.23,7958550
2017-01-09,26860.81,26860.81,26701.18,26726.55,6637147
2017-01-10,26818.95,26914.01,26809.53,26899.56,8933113
2017-01-11,27031.15,27174.44,27001.42,27140.41,12357268
2017-01-12,27180.28,27278.51,27168.49,27247.16,12053570
2017-01-13,27423.48,27453.22,27146.8,27238.06,10531412
2017-01-16,27238.35,27334.9,27174.08,27288.17,13020277
2017-01-17,27332.29,27379.39,27179.48,27235.66,8391507
2017-01-18,27258.77,27422.62,27217.77,27257.64,9823359
2017-01-19,27259.29,27347.55,27220.57,27308.6,11148839
2017-01-20,27205.7,27264,27013.77,27034.5,9050109
2017-01-23,26990.93,27167.79,26967.32,27117.34,6774182
2017-01-24,27162.16,27392.06,27145.47,27375.58,6953469
2017-01-25,27457.95,27736.53,27439.82,27708.14,12562182
2017-01-27,27767.98,27978.8,27767.04,27882.46,14674416
2017-01-30,27866.8,27945.46,27814.47,27849.56,8940203
2017-01-31,27826.59,27826.59,27625.65,27655.96,10954240
2017-02-01,27672.87,28155.86,27592.34,28141.64,18845150
2017-02-02,28177.59,28299.1,28071.12,28226.61,17744844
2017-02-03,28263.78,28263.78,28129.64,28240.52,11101861
2017-02-06,28340.39,28486.99,28340.39,28439.28,10334036
2017-02-07,28445.76,28475.14,28241.01,28335.16,11125404
2017-02-08,28362.59,28371.85,28149.52,28289.92,11229018
2017-02-09,28385.82,28469.06,28152.34,28329.7,10504968
2017-02-10,28405.21,28455.99,28289.13,28334.25,14140914
2017-02-13,28450.42,28450.42,28200.87,28351.62,9654302
2017-02-14,28367.92,28392.94,28264.11,28339.31,12083835
2017-02-15,28282.11,28381.05,28102.23,28155.56,18408318
2017-02-16,28225.74,28327.47,28146.45,28301.27,9981216
2017-02-17,28706.83,28706.83,28413.31,28468.75,15534230
2017-02-20,28481.91,28692.98,28419.27,28661.58,9246231
2017-02-21,28697.76,28800.36,28597.92,28761.59,8688069
2017-02-22,28857.95,28963.52,28790.36,28864.71,16800242
2017-02-23,28952.26,29053.38,28861.05,28892.97,18970632
2017-02-27,28910.5,28961.8,28792.19,28812.88,12405546
2017-02-28,28816.45,28875.63,28722.31,28743.32,11006210
2017-03-01,28842.32,29029.17,28825.8,28984.49,15042288
2017-03-02,29113.68,29145.53,28786.1,28839.79,11114929
2017-03-03,28831.38,28859.15,28716.64,28832.45,9599336
2017-03-06,28859.21,29069.48,28859.21,29048.19,12512146
2017-03-07,29087.03,29089.97,28957.68,28999.56,10009775
2017-03-08,28999.03,29012.08,28816.3,28901.94,16811050
2017-03-09,28861.53,28985.36,28816.38,28929.13,413868960
2017-03-10,29002.72,29074.02,28852.42,28946.23,16365152
2017-03-14,29437.23,29553.56,29356.05,29442.63,30081720
2017-03-15,29466.71,29500.08,29360.1,29398.11,404580928
2017-03-16,29531.41,29614.5,29506.86,29585.85,18957410
2017-03-17,29782.77,29787.76,29606.87,29648.99,14852385
2017-03-20,29653.54,29653.54,29484.55,29518.74,413181888
2017-03-21,29520.96,29584.67,29380.49,29485.45,11896658
2017-03-22,29287.79,29332.98,29137.67,29167.68,15197190
2017-03-23,29228.55,29373.5,29215.12,29332.16,26837652
2017-03-24,29361.85,29531.08,29354.9,29421.4,21657348
2017-03-27,29395.68,29396.21,29165.88,29237.15,15550753
2017-03-28,29334.6,29441.61,29334.6,29409.52,34525420
2017-03-29,29481.03,29553.54,29439.7,29531.43,42899888
2017-03-30,29521.65,29681.27,29521.65,29647.42,16229090
2017-03-31,29619.04,29687.64,29552.67,29620.5,12160089
2017-04-03,29737.73,29924.24,29705.82,29910.22,10447351
2017-04-05,29996.03,30000.5,29818.81,29974.24,11511559
2017-04-06,29910.72,29953.07,29818.09,29927.34,11728316
2017-04-07,29811.62,29883.83,29672.24,29706.61,15193623
2017-04-10,29752.62,29810.53,29557.47,29575.74,10978005
2017-04-11,29616.88,29804.51,29572.26,29788.35,11073231
2017-04-12,29821.46,29821.46,29549.77,29643.48,8826744
2017-04-13,29637.12,29650.07,29443.8,29461.45,11007721
2017-04-17,29470.27,29494.06,29365.04,29413.66,6861894
2017-04-18,29520.09,29700.74,29287.59,29319.1,12491974
2017-04-19,29352.37,29386.45,29242.59,29336.57,11993582
2017-04-20,29358.59,29453.06,29341.79,29422.39,15097571
2017-04-21,29542.11,29551.26,29261.37,29365.3,11704873
2017-04-24,29407.68,29680.13,29396.16,29655.84,9168541
2017-04-25,29829.4,29961.33,29781.47,29943.24,8938862
2017-04-26,30031.11,30167.09,29970.95,30133.35,11166959
2017-04-27,30175.87,30176.19,29975.75,30029.74,10998304
2017-04-28,30044.99,30045.51,29848.35,29918.4,11682122
2017-05-02,30021.49,30069.17,29804.75,29921.18,12088804
2017-05-03,29994.14,30017.81,29852.96,29894.8,11630866
2017-05-04,30073.62,30168.74,30007.4,30126.21,22959258
2017-05-05,30173.61,30173.61,29823.6,29858.8,16407199
2017-05-08,29939.15,30016.04,29877.54,29926.15,10259530
2017-05-09,29979.04,30014.32,29911.86,29933.25,8717366
2017-05-10,29992.71,30269.78,29988.46,30248.17,11347255
2017-05-11,30331.26,30366.43,30207.11,30250.98,11040943
2017-05-12,30286.04,30296.84,30111.88,30188.15,11378664
2017-05-15,30287.37,30357.07,30273.87,30322.12,8214525
2017-05-16,30407.51,30590.44,30364.7,30582.6,14038093
2017-05-17,30616.35,30689.09,30521.38,30658.77,15404768
2017-05-18,30441.02,30575.28,30398.68,30434.79,16664697
2017-05-19,30560.97,30711.16,30340.94,30464.92,14196612
2017-05-22,30638.88,30711.37,30517.86,30570.97,11820098
2017-05-23,30543.14,30610.05,30317.44,30365.25,19270176
2017-05-24,30435.65,30533.76,30248.46,30301.64,11735618
2017-05-25,30367.31,30792.24,30353.98,30750.03,10302656
2017-05-26,30810.31,31071.46,30747.16,31028.21,15141341
2017-05-29,30944.38,31213.8,30874.1,31109.28,15361313
2017-05-30,31090.83,31220.09,31064.49,31159.4,9924946
2017-05-31,31207.62,31254.78,31107.59,31145.8,13435546
2017-06-01,31100.03,31212.76,31063.64,31137.59,8608127
2017-06-02,31256.35,31331.22,31209.75,31273.29,8763984
2017-06-05,31274.74,31355.42,31198.37,31309.49,9311341
2017-06-06,31417.96,31417.96,31172.75,31190.56,14001578
2017-06-07,31252.71,31346.99,31173.87,31271.28,9832358
2017-06-08,31331.34,31352.95,31196.36,31213.36,14433748
2017-06-09,31195.93,31289.62,31087.28,31262.06,10077305
2017-06-12,31225.43,31225.43,31044.28,31095.7,6950763
2017-06-13,31087.55,31258.04,31063.26,31103.49,13722825
2017-06-14,31180.68,31190.33,31055.26,31155.91,13107340
2017-06-15,31174.12,31192.61,31027.23,31075.73,13059410
2017-06-16,31161.3,31177.97,31023.99,31056.4,13653404
2017-06-19,31168.98,31361.97,31163.46,31311.57,7662935
2017-06-20,31392.53,31392.53,31262.91,31297.53,8252779
2017-06-21,31299.38,31336.04,31193.61,31283.64,36842496
2017-06-22,31351.53,31522.76,31259.69,31290.74,10468559
2017-06-23,31354.85,31357.7,31112.19,31138.21,92473488
2017-06-27,31194.68,31292.85,30848.14,30958.25,15799035
2017-06-28,30998.23,30998.23,30798.77,30834.32,10238902
2017-06-29,30923.97,31097.59,30798.32,30857.52,12696002
2017-06-30,30809.07,30964.15,30681.59,30921.61,9471766
2017-07-03,31156.04,31250.95,31017.21,31221.62,8266498
2017-07-04,31324.12,31324.12,31166.66,31209.79,9018944
2017-07-05,31272.72,31272.72,31179.17,31245.56,6650108
2017-07-06,31298.75,31459.76,31265.94,31369.34,10352449
2017-07-07,31373.52,31425.97,31286.68,31360.63,6420893
2017-07-10,31510.62,31764.36,31496.08,31715.64,39118436
2017-07-11,31802.03,31884.92,31718.61,31747.09,9409987
2017-07-12,31813.24,31865.37,31732,31804.82,8644732
2017-07-13,31913.07,32090.84,31913.07,32037.38,10837847
2017-07-14,32099.93,32108.98,31897.87,32020.75,7402785
2017-07-17,32053.98,32131.42,32045.07,32074.78,10640112
2017-07-18,31794.04,31910.58,31693.84,31710.99,22309880
2017-07-19,31882.8,31977.96,31794.2,31955.35,11731682
2017-07-20,32029.74,32053.4,31859.97,31904.4,11507451
2017-07-21,32014.16,32061.49,31810.12,32028.89,18560076
2017-07-24,32100.22,32318.26,32059.07,32245.87,11897864
2017-07-25,32359.84,32359.84,32197.23,32228.27,14530586
2017-07-26,32248.65,32413.63,32226.08,32382.46,12838065
2017-07-27,32519.44,32672.48,32327.1,32383.3,11205636
2017-07-28,32307.98,32351.15,32105.38,32309.88,11615346
2017-07-31,32412.2,32544.2,32329.1,32514.94,13477353
2017-08-01,32612.88,32630.38,32462.96,32575.17,9274957
2017-08-02,32655.78,32684.82,32395.63,32476.74,10770139
2017-08-03,32476.46,32476.46,32195.87,32237.88,12958458
2017-08-04,32227.43,32350.65,32108.06,32325.41,11605436
2017-08-07,32377.8,32395.76,32235.82,32273.67,10692345
2017-08-08,32341.05,32353.99,31916.88,32014.19,9650276
2017-08-09,31929.56,31966.57,31732.5,31797.84,9626408
2017-08-10,31726.59,31750.24,31424.94,31531.33,13409885
2017-08-11,31355.92,31378.81,31128.02,31213.59,15654871
2017-08-14,31299.52,31524.9,31299.52,31449.03,9950011
2017-08-16,31531.27,31805.1,31399.57,31770.89,12913204
2017-08-17,31917.95,31921.4,31715.26,31795.46,8827882
2017-08-18,31677.2,31677.2,31350.55,31524.68,16880478
2017-08-21,31609.93,31641.1,31221.38,31258.85,24325368
2017-08-22,31393.93,31483.41,31241.92,31291.85,11138026
2017-08-23,31416.36,31593.02,31380.49,31568.01,10279935
2017-08-24,31653.08,31663.48,31546.14,31596.06,9222609
2017-08-28,31756.87,31809.42,31702.5,31750.82,10448340
2017-08-29,31711.98,31711.98,31360.81,31388.39,6988405
2017-08-30,31538.64,31727.98,31538.64,31646.46,5570925
2017-08-31,31709.49,31752.3,31551.85,31730.49,18503348
2017-09-01,31772.83,31935.55,31707.64,31892.23,6770861
2017-09-04,31932.2,31932.2,31560.91,31702.25,7799392
2017-09-05,31770.33,31863.47,31674.46,31809.55,8220712
2017-09-06,31669.45,31727.66,31589.82,31661.97,7552764
2017-09-07,31753.31,31814.09,31621.49,31662.74,10501709
2017-09-08,31745.14,31761.46,31619,31687.52,7997190
2017-09-11,31798.31,31951.58,31798.31,31882.16,9047210
2017-09-12,32005.84,32172.46,31951.19,32158.66,7195534
2017-09-13,32187.63,32340.1,32129.17,32186.41,9162879
2017-09-14,32266.08,32328.37,32187.01,32241.93,9418423
2017-09-15,32184.71,32355.75,32138.39,32272.61,9233348
2017-09-18,32361.37,32505.64,32361.37,32423.76,9829813
2017-09-19,32522.44,32522.44,32358.69,32402.37,59192804
2017-09-20,32469.91,32499.71,32383.82,32400.51,10759351
2017-09-21,32406.42,32461.93,32165.29,32370.04,9021437
2017-09-22,32272.15,32277.79,31887.85,31922.44,9899019
2017-09-25,31986.4,31986.4,31474.69,31626.63,12592069
2017-09-26,31677.75,31684.5,31455.66,31599.76,10285441
2017-09-27,31761.12,31761.12,31101.25,31159.81,10130969
2017-09-28,31216.36,31339.36,31081.83,31282.48,8558552
2017-09-29,31387.34,31523.67,31252.51,31283.72,7905131
2017-10-03,31537.81,31569.44,31441.03,31497.38,7299368
2017-10-04,31530.61,31752.16,31457.97,31671.71,6123254
2017-10-05,31740.6,31771.58,31563.27,31592.03,6139767
2017-10-06,31633.34,31843.49,31633.34,31814.22,8585875
2017-10-09,31862.2,31935.49,31782.53,31846.89,6047847
2017-10-10,31918.92,31994.74,31896.98,31924.41,7369440
2017-10-11,31975.45,32097.91,31769.89,31833.99,8873340
2017-10-12,31916.39,32208.64,31813.93,32182.22,8017900
2017-10-13,32254.92,32507.65,32254.92,32432.69,15973290
2017-10-16,32488.23,32686.91,32445.66,32633.64,9463810
2017-10-17,32632.34,32695.11,32556.99,32609.16,5741378
2017-10-18,32513.56,32665.81,32463.17,32584.35,14494509
2017-10-23,32411.86,32614.05,32313.22,32506.72,8649718
2017-10-24,32649.23,32670.37,32503.32,32607.34,8738002
2017-10-25,33070.56,33103.11,32804.75,33042.5,30824100
2017-10-26,33005.24,33194.83,32924.93,33147.13,16012021
2017-10-27,33216.19,33286.51,33112.51,33157.22,18917672
2017-10-30,33260.1,33339.93,33209.86,33266.16,14414585
2017-10-31,33274.57,33294.09,33175.31,33213.13,11905028
2017-11-01,33356.02,33650.46,33356.02,33600.27,14633290
2017-11-02,33605.37,33657.57,33528.56,33573.22,12842596
2017-11-03,33667.34,33731.08,33532.44,33685.56,205898768
2017-11-06,33710.15,33848.15,33582.48,33731.19,13527400
2017-11-07,33781.31,33865.28,33343.52,33370.76,16769465
2017-11-08,33420.69,33484.7,33157.71,33218.81,291820352
2017-11-09,33449.98,33449.98,33231.05,33250.93,14488781
2017-11-10,33235.75,33380.24,33108.48,33314.56,21918248
2017-11-13,33397.41,33399.54,33002.59,33033.56,18828788
2017-11-14,33014.57,33125.69,32910.84,32941.87,12425435
2017-11-15,32935.6,32935.6,32684.07,32760.44,11549568
2017-11-16,32866.18,33163.85,32836.45,33106.82,9909489
2017-11-17,33433.05,33518.82,33281.82,33342.8,11551966
2017-11-20,33365.84,33448.95,33288.29,33359.9,8056289
2017-11-21,33454.34,33618.5,33447.02,33478.35,15311176
2017-11-22,33549.32,33644.62,33465.47,33561.55,13543742
2017-11-23,33590.06,33669.54,33468.3,33588.08,7252505
2017-11-24,33674.69,33736.18,33640.69,33679.24,7965869
2017-11-27,33640.51,33744.6,33541.16,33724.44,9160720
2017-11-28,33720.41,33768.46,33576.92,33618.59,8258795
2017-11-29,33664.27,33720.94,33553.55,33602.76,6815658
2017-11-30,33576.2,33576.2,33110.04,33149.35,7641588
2017-12-01,33251.6,33300.8,32800.31,32832.94,9517948
2017-12-04,32968.02,32976.8,32785.95,32869.72,9910821
2017-12-05,32805.83,32891.96,32684.73,32802.44,8880972
2017-12-06,32772.96,32780.98,32566.92,32597.18,9906800
2017-12-07,32634.81,32989.68,32634.81,32949.21,9788372
2017-12-08,33062.42,33284.69,33038.49,33250.3,14600409
2017-12-11,33317.72,33535.32,33317.72,33455.79,12436519
2017-12-12,33426.59,33456.98,33180.33,33227.99,8456947
2017-12-13,33240.22,33404.26,32989.52,33053.04,25287040
2017-12-14,33157.12,33316.73,32886.93,33246.7,11534341
2017-12-15,33510.81,33621.66,33406.77,33462.97,24900082
2017-12-18,33364.52,33801.52,32611.03,33601.68,21785164
2017-12-19,33729.58,33862.07,33666.85,33836.74,21231408
2017-12-20,33944.99,33944.99,33755.9,33777.38,7313638
2017-12-21,33826.25,33860.09,33711.56,33756.28,10231017
2017-12-22,33783.08,33963.46,33783.08,33940.3,7965809
2017-12-26,33980.76,34061.44,33889.75,34010.61,13311312
2017-12-27,34056.01,34137.05,33839.51,33911.81,11172276
2017-12-28,33952.24,34023.65,33769.85,33848.03,9809663
2017-12-29,33942.8,34086.05,33906.32,34056.83,12457110
2018-01-01,34059.99,34101.13,33766.2,33812.75,7738752
2018-01-02,33918.6,33963.91,33703.94,33812.26,10945636
2018-01-03,33949.6,33998.37,33766.72,33793.38,9332853
2018-01-04,33912.49,33994.49,33802.41,33969.64,10818799
2018-01-05,34053.78,34188.17,34043.17,34153.85,15203327
2018-01-08,34216.33,34385.2,34216.33,34352.79,13902777
2018-01-09,34444.49,34485.11,34343.41,34443.19,11481267
2018-01-10,34538.78,34538.78,34312.15,34433.07,8752700
2018-01-11,34477.36,34557.84,34400.61,34503.49,8250499
2018-01-12,34574.39,34637.88,34342.17,34592.39,8017237
2018-01-15,34687.21,34963.69,34687.21,34843.51,15001995
2018-01-16,34935.25,34935.25,34737.69,34771.05,55312744
2018-01-17,34754.97,35116.26,34700.82,35081.82,36094064
2018-01-18,35445.32,35507.36,35166.85,35260.29,16174056
2018-01-19,35339.14,35540.57,35224.3,35511.58,36304424
2018-01-22,35613.97,35827.51,35544.68,35798.01,14144290
2018-01-23,35885.95,36169.63,35885.95,36139.98,27823864
2018-01-24,36138.09,36266.7,36037.27,36161.64,26043006
2018-01-25,36229.21,36229.21,35911.08,36050.44,15616327
2018-01-29,36106.36,36441.07,36106.36,36283.25,17376100
2018-01-30,36283.11,36286.32,35994.13,36033.73,18696006
2018-01-31,35933.39,36046.69,35818.73,35965.02,11256557
2018-02-01,36049.76,36255.66,35502.47,35906.66,26005854
2018-02-02,35707.6,35707.6,35008.72,35066.75,18598596
2018-02-05,34718.85,34873.8,34523.34,34757.16,24166016
2018-02-06,33530.64,34519.97,33489,34195.94,23581188
2018-02-07,34609.34,34609.34,34008.73,34082.71,13518037
2018-02-08,34231.57,34631.53,34111.73,34413.16,36780628
2018-02-09,33915.96,34069.73,33851.18,34005.76,15727592
2018-02-12,34203.34,34350.53,34115.42,34300.47,16040412
2018-02-14,34452.16,34459.02,34031.59,34155.95,21797974
2018-02-15,34293.46,34534.58,34188.07,34297.47,13423188
2018-02-16,34485.25,34507.67,33959.22,34010.76,18611552
2018-02-19,34053.95,34108.52,33554.74,33774.66,18577588
2018-02-20,33893.47,33960.87,33660.06,33703.59,19761016
2018-02-21,33872.11,33904.36,33702.69,33844.86,18159476
2018-02-22,33780.02,33866.95,33692.78,33819.5,12199845
2018-02-23,33870.05,34167.58,33870.05,34142.15,22347852
2018-02-26,34225.72,34481.61,34225.72,34445.75,8669751
2018-02-27,34554.64,34610.44,34316.53,34346.39,13100101
2018-02-28,34105,34301.49,34076.87,34184.04,12368504
2018-03-01,34133.56,34278.59,34019.18,34046.94,11607786
2018-03-05,34034.28,34034.28,33653.41,33746.78,17402712
2018-03-06,33969.81,34012.03,33230.85,33317.2,12248419
2018-03-07,33289.07,33331.21,32992.94,33033.09,11046782
2018-03-08,33219.52,33439.31,33037.96,33351.57,16009987
2018-03-09,33465.05,33519.49,33256.63,33307.14,8455906
2018-03-12,33468.16,33962.08,33468.16,33917.94,12619092
2018-03-13,33790.09,34077.32,33722.96,33856.78,14748690
2018-03-14,33746.32,33873.79,33580.69,33835.74,9632693
2018-03-15,33843.51,33866.16,33637.45,33685.54,17765624
2018-03-16,33686.49,33686.49,33120.3,33176,13080268
2018-03-19,33268.97,33268.97,32860.69,32923.12,10098295
2018-03-20,32842.14,33101.88,32814.31,32996.76,15122616
2018-03-21,33168.65,33354.77,33070.87,33136.18,10373321
2018-03-22,33196.47,33281.66,32968.66,33006.27,13284899
2018-03-23,32593.23,32719.95,32483.84,32596.54,11797650
2018-03-26,32536.44,33107.72,32515.64,33066.41,16896200
2018-03-27,33250.78,33310.39,33077.17,33174.39,15625569
2018-03-28,33094.08,33094.08,32917.66,32968.68,12714848
2018-04-02,33030.87,33288.6,32998.18,33255.36,7841331
2018-04-03,33187.57,33400.82,33153.83,33370.63,11423628
2018-04-04,33462.95,33504.04,32972.63,33019.07,9963946
2018-04-05,33329.92,33635.07,33329.92,33596.8,11349046
2018-04-06,33580.47,33696.73,33502.73,33626.97,11090682
2018-04-09,33653.61,33845.68,33582.46,33788.54,38571396
2018-04-10,33876.8,33949.98,33813.47,33880.25,14037975
2018-04-11,33971.03,33979.64,33751.62,33940.44,9557735
2018-04-12,33987.55,34176.45,33924.88,34101.13,6825751
2018-04-13,34171.5,34313.14,34104.46,34192.65,8632162
2018-04-16,33944.73,34338.97,33900.5,34305.43,7290521
2018-04-17,34387.02,34433.92,34230.04,34395.06,10711371
2018-04-18,34476.19,34580.15,34270.55,34331.68,8540932
2018-04-19,34468.15,34476.46,34359.04,34427.29,7828771
2018-04-20,34430.98,34486.54,34311.6,34415.58,10475626
2018-04-23,34493.69,34660.87,34343.4,34450.77,9846158
2018-04-24,34507.48,34706.02,34468.83,34616.64,8713603
2018-04-25,34599.26,34631.27,34401.12,34501.27,7955207
2018-04-26,34545.5,34747.07,34505.81,34713.6,10269867
2018-04-27,34787.38,35064.27,34780.29,34969.7,16706883
2018-04-30,35021.2,35212.6,35008.61,35160.36,7071321
2018-05-02,35347.59,35347.59,35074.48,35176.42,8981880
2018-05-03,35207.92,35224.72,35020.08,35103.14,7902248
2018-05-04,35188.16,35188.16,34848.06,34915.38,8043074
2018-05-07,34983.59,35250.37,34977.84,35208.14,13019101
2018-05-08,35380.05,35380.05,35136.2,35216.32,14612310
2018-05-09,35166.24,35393.72,35138.22,35319.35,9689521
2018-05-10,35419.01,35500.02,35205.42,35246.27,8732699
2018-05-11,35301.23,35579.82,35262.67,35535.79,9210202
2018-05-14,35555.83,35642.72,35457.71,35556.71,9279750
2018-05-15,35580.67,35992.98,35498.32,35543.94,12356303
2018-05-16,35370.86,35543.73,35241.89,35387.88,11209129
2018-05-17,35476.69,35506.09,35089.48,35149.12,11280235
2018-05-18,35136.83,35136.83,34823.6,34848.3,9810583
2018-05-21,34873.16,34935.23,34594.19,34616.13,6717111
2018-05-22,34615.61,34753.02,34554.96,34651.24,12359770
2018-05-23,34647,34668.47,34303.49,34344.91,11565010
2018-05-24,34452.47,34736,34367.83,34663.11,16271549
2018-05-25,34725.25,34990.84,34700.81,34924.87,10624219
2018-05-28,35047.76,35238.76,35011.1,35165.48,11465211
2018-05-29,35190.28,35233.19,34923.16,34949.24,8704143
2018-05-30,34846.23,35014.95,34735.11,34906.11,11174399
2018-05-31,35113.75,35413.97,34926.83,35322.38,23581888
2018-06-01,35323.03,35438.12,35183.57,35227.26,12268014
2018-06-04,35503.24,35503.24,34982.79,35011.89,30277086
2018-06-05,35052.56,35059.77,34786.57,34903.21,8642530
2018-06-06,34940.01,35230.02,34897.29,35178.88,10439492
2018-06-07,35308.39,35624.79,35308.39,35463.08,9148570
2018-06-08,35404.29,35484.13,35262.51,35443.67,10200059
2018-06-11,35472.59,35698.78,35447.45,35483.47,11420953
2018-06-12,35546.9,35742.11,35479.73,35692.52,11419829
2018-06-13,35868.03,35875.6,35716.98,35739.16,12276264
2018-06-14,35706.47,35706.47,35488.81,35599.82,10111647
2018-06-15,35581.19,35675.2,35421.21,35622.14,9323446
2018-06-18,35698.43,35712.13,35523.95,35548.26,8276919
2018-06-19,35510.39,35510.39,35250.97,35286.74,9301931
2018-06-20,35371.47,35570.6,35348.19,35547.33,10500100
2018-06-21,35645.25,35674.2,35403.75,35432.39,64238208
2018-06-22,35432.43,35736.96,35344.53,35689.6,15247277
2018-06-25,35783.75,35783.75,35434.62,35470.35,12228373
2018-06-26,35373.87,35615.3,35368.49,35490.04,11869359
2018-06-27,35591.49,35591.49,35155.3,35217.11,11568439
