Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2014-11-05,27940.67,28009.4,27858.82,27915.88,8729844
2014-11-07,27902.71,27979,27739.56,27868.63,10453906
2014-11-10,27919.45,28026.02,27765.49,27874.73,7941801
2014-11-11,27911.25,27995.85,27791,27910.06,7024187
2014-11-12,27958.64,28123.06,27958.64,28008.9,7007778
2014-11-13,28048.56,28095.24,27824.07,27940.64,8735240
2014-11-14,27949.54,28091.1,27914.48,28046.66,9918637
2014-11-17,28018.68,28204.08,27921.34,28177.88,6702325
2014-11-18,28209.03,28280.91,28120.16,28163.29,7269191
2014-11-19,28193.9,28292.76,27964.97,28032.85,6832019
2014-11-20,28098.03,28106.62,27915.46,28067.56,8740531
2014-11-21,28084.34,28359.75,28038.98,28334.63,10129595
2014-11-24,28413.01,28540.64,28394.86,28499.54,9709599
2014-11-25,28520.76,28538,28218.6,28338.05,10849340
2014-11-26,28321.58,28468.85,28261.79,28386.19,8717092
2014-11-27,28385.85,28491.3,28307.62,28438.91,11918097
2014-11-28,28490.71,28822.37,28490.71,28693.99,14640902
2014-12-01,28748.22,28805.58,28538.44,28559.62,8328778
2014-12-02,28522.46,28575.9,28387.29,28444.01,11227920
2014-12-03,28472.32,28488.24,28370.83,28442.71,10102322
2014-12-04,28616.93,28807.58,28449.61,28562.82,10438895
2014-12-05,28604.5,28650.47,28416.18,28458.1,7675492
2014-12-08,28433,28493.43,28100.84,28119.4,9483251
2014-12-09,28128.5,28149.94,27766.54,27797.01,9592240
2014-12-10,27711.96,27904.4,27711.96,27831.1,9919676
2014-12-11,27796.34,27796.34,27540.21,27602.01,9749709
2014-12-12,27598.96,27690.48,27323.24,27350.68,10895111
2014-12-15,27136.28,27392.18,27117.78,27319.56,9104391
2014-12-16,27181.18,27199.18,26739.69,26781.44,14296929
2014-12-17,26723.91,26871.06,26469.88,26710.13,16592393
2014-12-18,27053.86,27179.91,26902.6,27126.57,11227199
2014-12-19,27292.55,27496.87,27292.55,27371.84,11790580
2014-12-22,27479.87,27717.35,27384.47,27701.79,7427038
2014-12-23,27733.12,27850.39,27476.57,27506.46,8968903
2014-12-24,27530.26,27570.77,27152.52,27208.61,10618946
2014-12-26,27215.19,27369.45,27092.36,27241.78,6154173
2014-12-29,27266.49,27506.5,27266.49,27395.73,5853522
2014-12-30,27478.3,27478.3,27313.27,27403.54,5260855
2014-12-31,27358.3,27526.72,27354.04,27499.42,6584999
2015-01-01,27485.77,27543.98,27396.37,27507.54,4704310
2015-01-02,27521.28,27937.2,27521.28,27887.9,7400777
2015-01-05,27978.43,28063.49,27788.54,27842.32,9248674
2015-01-06,27694.23,27695.32,26941.36,26987.46,14130889
2015-01-07,26955.29,27050.23,26776.12,26908.82,12210730
2015-01-08,27178.77,27314,27102.87,27274.71,8478224
2015-01-09,27404.19,27507.32,27123.95,27458.38,11388444
2015-01-12,27523.86,27610.98,27323.74,27585.27,7726873
2015-01-13,27611.56,27669.3,27327.43,27425.73,7965726
2015-01-14,27432.14,27511.28,27205.86,27346.82,10542924
2015-01-15,27831.16,28194.5,27705.43,28075.55,17226376
2015-01-16,28056.61,28175.93,27947.2,28121.89,12497035
2015-01-19,28249.84,28332.96,28198.05,28262.01,11182014
2015-01-20,28345.02,28828.7,28336.43,28784.67,11420460
2015-01-21,28843.09,28956.77,28793.61,28888.86,15870778
2015-01-22,28957.79,29059.72,28896.26,29006.02,11357980
2015-01-23,29189.45,29407.78,29167.06,29278.84,12260998
2015-01-27,29423.6,29617.48,29286.82,29571.04,11630975
2015-01-28,29565.72,29785.81,29422.66,29559.18,11523585
2015-01-29,29501.39,29739.78,29380.04,29681.77,13091588
2015-01-30,29801.6,29838.7,29071.02,29182.95,16312167
2015-02-02,29129.91,29266.26,28958.95,29122.27,18587352
2015-02-03,29217.4,29250.46,28901.64,29000.14,17070304
2015-02-04,29129.85,29129.85,28828.26,28883.11,16287727
2015-02-05,28902.72,29276.45,28753.92,28850.97,13193518
2015-02-06,28892.21,28922.12,28651.4,28717.91,11822882
2015-02-09,28566.5,28566.5,28184.74,28227.39,12070446
2015-02-10,28103.65,28632.29,28046.06,28355.62,14958335
2015-02-11,28450.26,28618.91,28426.04,28533.97,14161115
2015-02-12,28650.25,28836.99,28407.05,28805.1,14150677
2015-02-13,28888.99,29153.95,28836.68,29094.93,18101912
2015-02-16,29170.77,29322.68,29085.87,29135.88,10843395
2015-02-18,29136.07,29409.61,29136.07,29320.26,11291113
2015-02-19,29434.91,29521.07,29110.05,29462.27,12308054
2015-02-20,29446.21,29452.44,29179.37,29231.41,11899604
2015-02-23,29316.58,29361.88,28921.89,28975.11,9073509
2015-02-24,29016.55,29130.59,28878.41,29004.66,10531217
2015-02-25,29147.37,29269.21,28969.22,29007.99,8150549
2015-02-26,29051.9,29066.55,28696.56,28746.65,11032914
2015-02-27,28865.12,29251.4,28837.72,29220.12,16953794
2015-03-02,29533.42,29575.15,29262.71,29459.14,15831173
2015-03-03,29500.19,29636.86,29366.89,29593.73,12600127
2015-03-04,29937.27,30011.28,29291.4,29380.73,17542948
2015-03-05,29436.77,29518.03,29164.08,29448.95,13839144
2015-03-09,29316.54,29316.54,28804.54,28844.78,12153866
2015-03-10,28924.06,28927.7,28585.62,28709.87,11476265
2015-03-11,28725.75,28842.31,28613.03,28659.17,12916376
2015-03-12,28798.61,28968.77,28773.59,28930.41,11367407
2015-03-13,29134.93,29174.9,28451.05,28503.3,11880544
2015-03-16,28546.31,28579.66,28384.09,28437.71,11444646
2015-03-17,28595,28782.11,28436.24,28736.38,11333270
2015-03-18,28766.87,28774.85,28546.76,28622.12,9981225
2015-03-19,28805.22,28978.25,28413.71,28469.67,11847202
2015-03-20,28465.44,28467.93,28213.9,28261.08,14297817
2015-03-23,28316.97,28378.95,28166.05,28192.02,10321008
2015-03-24,28188.95,28452.59,28133.27,28161.72,10000165
2015-03-25,28216.09,28243.1,28043.75,28111.83,17875980
2015-03-26,27937.62,27996.18,27394.66,27457.58,13096291
2015-03-27,27649.78,27687.71,27248.63,27458.64,11769549
2015-03-30,27655.79,28013.98,27625.61,27975.86,11372665
2015-03-31,28069.85,28180.5,27869.16,27957.49,11403732
2015-04-01,27954.86,28297,27890.73,28260.14,8318894
2015-04-06,28351.94,28528.97,28222.6,28504.46,8566793
2015-04-07,28582.33,28639.36,28274.64,28516.59,12328647
2015-04-08,28601.49,28759.11,28567,28707.75,10139196
2015-04-09,28858.42,28904.61,28623.07,28885.21,13525986
2015-04-10,28889.27,28906.48,28757.95,28879.38,8177127
2015-04-13,28955.13,29071.37,28844.27,29044.44,8754729
2015-04-15,29064.22,29083.52,28725.58,28799.69,10797947
2015-04-16,28876.23,28876.23,28500.79,28666.04,8679599
2015-04-17,28682.97,28695.15,28407.14,28442.1,14322098
2015-04-20,28525.65,28525.65,27804.36,27886.21,19563472
2015-04-21,27847.58,27973.75,27600.59,27676.04,21260976
2015-04-22,27756.68,27939.9,27399.3,27890.13,12067752
2015-04-23,27977.27,28087.64,27624.44,27735.02,11790206
2015-04-24,27804.58,27808.82,27346.96,27437.94,12411571
2015-04-27,27565.49,27565.49,27146.78,27176.99,12496767
2015-04-28,27215.61,27478.94,27073.44,27396.38,10605937
2015-04-29,27376.48,27436.82,27177.59,27225.93,9761077
2015-04-30,27242.05,27242.05,26899.58,27011.31,11223262
2015-05-04,27212.11,27537.4,27163.89,27490.59,8612768
2015-05-05,27543.24,27581.61,27338.4,27440.14,11731625
2015-05-06,27473.36,27473.36,26677.75,26717.37,14570012
2015-05-07,26662.54,26849.38,26427.55,26599.11,12871159
2015-05-08,26871.85,27193.31,26832.14,27083.77,9097502
2015-05-11,27249.42,27540.96,27231.95,27507.3,11638667
2015-05-12,27502.91,27502.91,26838.8,26877.48,12749683
2015-05-13,27023.71,27297.55,26751.46,27251.1,13984967
2015-05-14,27290.17,27290.17,26951.63,27206.06,9161741
2015-05-15,27233.9,27376.67,27162.47,27324,9640744
2015-05-18,27416.97,27724.89,27372.87,27687.3,7993598
2015-05-19,27663.08,27872.23,27574.2,27645.53,10914837
2015-05-20,27749.3,27901.84,27749.3,27837.21,16872104
2015-05-21,27885.36,27911.44,27713.97,27809.35,8675991
2015-05-22,27849.54,28069.09,27829.6,27957.5,18380520
2015-05-25,27893.25,27895.72,27615.31,27643.88,8560957
2015-05-26,27633.66,27672.04,27475.13,27531.41,7316736
2015-05-27,27447.4,27594.02,27364.87,27564.66,8942110
2015-05-28,27619.31,27666.06,27356.67,27506.71,9310433
2015-05-29,27553.03,27886.54,27468.51,27828.44,12869686
2015-06-01,27770.79,27957.05,27765.55,27848.99,9934106
2015-06-02,27890.73,27890.73,27148.59,27188.38,14924056
2015-06-03,27230.68,27230.68,26703.83,26837.2,14363025
2015-06-04,26940.64,26940.64,26558.8,26813.42,12017462
2015-06-05,26819.82,27013.37,26720.74,26768.49,12321100
2015-06-08,26814.31,26825.23,26477.53,26523.09,8110398
2015-06-09,26510.29,26604.06,26442.73,26481.25,11320269
2015-06-10,26517.32,26929.41,26494.93,26840.5,8659975
2015-06-11,26959.98,26989.26,26349.66,26370.98,11637935
2015-06-12,26340.32,26488.79,26308.45,26460.45,9888597
2015-06-15,26498.67,26728.6,26308.95,26586.55,11339528
2015-06-16,26567.43,26729.49,26380.28,26686.51,13456260
2015-06-17,26815.41,26981.96,26728.89,26832.66,23732484
2015-06-18,26916.99,27173.94,26916.99,27115.83,10777179
2015-06-19,27207.76,27403.95,27207.76,27316.17,8313616
2015-06-22,27427.19,27782.27,27426.86,27730.21,8415441
2015-06-23,27760.11,27881.74,27667.53,27804.37,8935341
2015-06-24,27852.32,27948.24,27649.57,27729.67,9697562
2015-06-25,27660.22,27964.89,27639.66,27895.97,10389474
2015-06-26,27880.72,27921.57,27676.25,27811.84,9943697
2015-06-29,27451.07,27690.8,27209.49,27645.15,11203758
2015-06-30,27627.39,27812.78,27571.39,27780.83,9796110
2015-07-01,27823.65,28099.25,27801,28020.87,18980300
2015-07-02,28100.38,28113.91,27906.74,27945.8,7010025
2015-07-03,27973.12,28135.43,27898.48,28092.79,6218802
2015-07-06,27857.2,28234.79,27774.8,28208.76,8572476
2015-07-07,28220.11,28334.31,28086.06,28171.69,8175957
2015-07-08,28031.45,28031.45,27636.01,27687.72,14103862
2015-07-09,27681.49,27797.39,27547.2,27573.66,8452494
2015-07-10,27705.36,27729.14,27530.9,27661.4,11125796
2015-07-13,27739.32,28004.64,27635.06,27961.19,7956238
2015-07-14,27986.92,28016.83,27853.96,27932.9,7076966
2015-07-15,28022.14,28217.6,27994.26,28198.29,6226836
2015-07-16,28259.7,28477.3,28246.5,28446.12,8793396
2015-07-17,28480.92,28575.48,28417.47,28463.31,7475562
2015-07-20,28544.28,28544.28,28320.86,28408.42,6767082
2015-07-21,28381.82,28516.71,28140.32,28182.14,12126268
2015-07-22,28159.42,28543.84,28072.5,28504.93,9818384
2015-07-23,28540.97,28577.31,28316.37,28370.84,9241535
2015-07-24,28390.5,28390.5,28084.83,28112.31,9574991
2015-07-27,28117.65,28117.65,27529.86,27561.38,9834453
2015-07-28,27630.21,27676.53,27416.74,27459.23,12239924
2015-07-29,27540.46,27609.29,27470.73,27563.43,8869318
2015-07-30,27685.82,27854.42,27649.97,27705.35,9716975
2015-07-31,27814.51,28160.89,27814.51,28114.56,15491992
2015-08-03,28089.09,28263.23,28080.65,28187.06,10510871
2015-08-04,28225.04,28257.29,27867.11,28071.93,13957798
2015-08-05,28138.04,28315.39,28138.04,28223.08,10135619
2015-08-06,28291.88,28358.52,28164.08,28298.13,7673626
2015-08-07,28327.11,28335.11,28194.52,28236.39,10608124
2015-08-10,28250.78,28417.59,28021.57,28101.72,9002220
2015-08-11,28193.26,28193.26,27828.56,27866.09,15240293
2015-08-12,27880.76,27880.76,27479.95,27512.26,18794000
2015-08-13,27635.25,27787.99,27496.95,27549.53,16438320
2015-08-14,27668.06,28099.28,27645.34,28067.31,13602887
2015-08-17,28093.54,28093.54,27739.13,27878.27,12661891
2015-08-18,27963.7,28040,27747.61,27831.54,12223559
2015-08-19,27851.81,28021.36,27721.85,27931.64,11174083
2015-08-20,27959.19,27963.95,27565.12,27607.82,14813419
2015-08-21,27440.1,27440.1,27133.19,27366.07,14437345
2015-08-24,26730.4,26730.4,25630.44,25741.56,26787204
2015-08-25,25916.26,26123.73,25299.89,26032.38,21868614
2015-08-26,26063.27,26156.26,25658.35,25714.66,13772341
2015-08-27,26137.03,26285.52,25944.28,26231.19,19162304
2015-08-28,26542.84,26687.17,26271,26392.38,12493190
2015-08-31,26469.42,26504.73,26216.2,26283.09,10287728
2015-09-01,26071.26,26119,25580.04,25696.44,14435071
2015-09-02,25891.95,25891.95,25396.45,25453.56,16707471
2015-09-03,25657.52,25834.57,25555.88,25764.78,11682034
2015-09-04,25772.58,25772.58,25119.77,25201.9,14546867
2015-09-07,25302.98,25387.32,24854.17,24893.81,13167476
2015-09-08,24972.01,25410.83,24835.48,25317.87,13041184
2015-09-09,25682.87,25820.12,25553.61,25719.58,14786029
2015-09-10,25522.96,25728.74,25288.44,25622.17,14973144
2015-09-11,25793.77,25875.96,25532.88,25610.21,12220579
2015-09-14,25706.87,25891.73,25531.41,25856.7,9062045
2015-09-15,25908.34,25908.34,25649.8,25705.93,11489457
2015-09-16,25884.05,26006.75,25816.92,25963.97,9905394
2015-09-18,26130.36,26471.82,26130.36,26218.91,58262452
2015-09-21,26107.98,26232.32,25973.4,26192.98,8309479
2015-09-22,26274.37,26338.13,25577.42,25651.84,13950704
2015-09-23,25505.12,25933.58,25387.35,25822.99,12050640
2015-09-24,25798.05,25949.42,25671.46,25863.5,12199645
2015-09-28,25922.71,25928.26,25594.6,25616.84,12053381
2015-09-29,25496.38,26054.24,25288.48,25778.66,21316838
2015-09-30,25986.52,26178.24,25918.21,26154.83,28438040
2015-10-01,26344.19,26430.22,26169.52,26220.95,11268706
2015-10-05,26379.42,26808.06,26379.42,26785.55,11807440
2015-10-06,26976.66,27009.89,26753.54,26932.88,14009385
2015-10-07,26966.86,27081.13,26877.82,27035.85,17606916
2015-10-08,27116.86,27116.86,26763.35,26845.81,15387323
2015-10-09,26974.92,27200.01,26911.26,27079.51,19418964
2015-10-12,27242.6,27302.09,26857.56,26904.11,18996502
2015-10-13,26874.29,26916.88,26720.1,26846.53,11145488
2015-10-14,26760.32,26868.65,26725.13,26779.66,11236867
2015-10-15,26842.19,27036.82,26842.19,27010.14,13107678
2015-10-16,27062.8,27238.21,26918.17,27214.6,10464315
2015-10-19,27305.62,27387.33,27247.13,27364.92,8496029
2015-10-20,27402.9,27431.78,27217.52,27306.83,9510301
2015-10-21,27312.35,27444.89,27191.01,27287.66,10017579
2015-10-23,27466.64,27555.03,27421.71,27470.81,10201055
2015-10-26,27575.04,27613.18,27318.93,27361.96,11574496
2015-10-27,27291.06,27293.48,27210.72,27253.44,10401746
2015-10-28,27131.71,27163.83,26920.55,27039.76,10835419
2015-10-29,27083.7,27083.7,26795.48,26838.14,10238542
2015-10-30,26878.48,26941.36,26585.66,26656.83,14405840
2015-11-02,26705.79,26705.79,26378.34,26559.15,9053679
2015-11-03,26660.71,26731.31,26516.11,26590.59,8826441
2015-11-04,26704.02,26799.47,26517.33,26552.92,8214155
2015-11-05,26557.8,26557.8,26246.27,26304.2,12672501
2015-11-06,26284.01,26438.49,26191.19,26265.24,16143201
2015-11-09,25809,26192.89,25658.7,26121.4,13734751
2015-11-10,26094.09,26094.09,25710.12,25743.26,13202373
2015-11-11,25934.9,25934.9,25855.08,25866.95,3301519
2015-11-13,25724.09,25724.09,25541.71,25610.53,11888868
2015-11-16,25580.15,25865.03,25453.09,25760.1,11713897
2015-11-17,25897.88,25947.39,25732.84,25864.47,11045420
2015-11-18,25837.71,25890.3,25455.39,25482.52,16581344
2015-11-19,25640.34,25883.48,25603.45,25841.92,10190581
2015-11-20,25856.13,26058.76,25769.81,25868.49,10337670
2015-11-23,25945.14,25945.14,25747.01,25819.34,10414981
2015-11-24,25785.61,25901.56,25704.48,25775.74,7741934
2015-11-26,25769.81,26009.87,25769.81,25958.63,8659124
2015-11-27,26003.2,26184.26,25938.21,26128.2,10655710
2015-11-30,26142.53,26231.06,26090.67,26145.67,8577943
2015-12-01,26201.27,26246.02,26121.77,26169.41,11322883
2015-12-02,26239.39,26254.52,26041.82,26117.85,10403054
2015-12-03,26123.86,26123.86,25858.34,25886.62,9790982
2015-12-04,25810.06,25810.06,25623.78,25638.11,10767642
2015-12-07,25746.03,25781.73,25478.79,25530.11,8964489
2015-12-08,25488.42,25542.33,25257.6,25310.33,12974803
2015-12-09,25299.34,25316.41,25013.81,25036.05,12020773
2015-12-10,25136.71,25286.33,25034.48,25252.32,11162410
2015-12-11,25281.77,25313.24,24931.56,25044.43,15438957
2015-12-14,24935.6,25191.67,24872.27,25150.35,11991557
2015-12-15,25186.68,25342.68,25075.67,25320.44,10027459
2015-12-16,25402.47,25572.55,25373.3,25494.37,11123699
2015-12-17,25596.63,25830.94,25448.49,25803.78,23396108
2015-12-18,25764.67,25789.18,25483.02,25519.22,10728419
2015-12-21,25425.32,25757.81,25420.72,25735.9,8354274
2015-12-22,25731.07,25786.4,25565.9,25590.65,8382842
2015-12-23,25697.66,25875.27,25697.66,25850.3,7056240
2015-12-24,25893.84,25921.36,25763.95,25838.71,4992582
2015-12-28,25858.52,26073.24,25858.52,26034.13,7120017
2015-12-29,26075.68,26133.57,25994.61,26079.48,6230914
2015-12-30,26123.87,26129.59,25942.1,25960.03,6650193
2015-12-31,25980.86,26147.18,25941.91,26117.54,6380553
2016-01-01,26101.5,26196.18,26009.44,26160.9,6064344
2016-01-04,26116.52,26116.52,25596.89,25623.35,9436426
2016-01-05,25744.7,25744.7,25513.75,25580.34,10567707
2016-01-06,25628.23,25632.19,25358.44,25406.33,13806804
2016-01-07,25224.7,25224.7,24829.47,24851.83,12247132
2016-01-08,24969.02,25082.9,24899.96,24934.33,16421917
2016-01-11,24787.11,24960.03,24599.88,24825.04,10943075
2016-01-12,24862.93,24875.54,24597.68,24682.03,10612538
2016-01-13,24804.64,24956.1,24388.72,24854.11,14355042
2016-01-14,24606.2,25017.86,24475.12,24772.97,15391047
2016-01-15,24881.76,24910.87,24422.17,24455.04,13126207
2016-01-18,24400.78,24522.38,24142.1,24188.37,14040627
2016-01-19,24257.28,24561.13,24247.97,24479.84,9747927
2016-01-20,24325.77,24325.77,23841.43,24062.04,13149961
2016-01-21,24194.75,24351.59,23863.4,23962.21,13591028
2016-01-22,24122.06,24471.1,24122.06,24435.66,10419870
2016-01-25,24540.97,24650.25,24435.62,24485.95,9195769
2016-01-27,24643.13,24643.13,24460.17,24492.39,8797362
2016-01-28,24481.86,24586.86,24406.39,24469.57,8737866
2016-01-29,24347.31,24911.29,24347.31,24870.69,12751762
2016-02-01,24982.22,24982.22,24789.3,24824.83,10391062
2016-02-02,24868.21,24928.68,24461.97,24539,13073694
2016-02-03,24393.59,24408.4,24189.31,24223.32,12621223
2016-02-04,24386.45,24513.65,24227.83,24338.43,12608671
2016-02-05,24360.36,24670.92,24346.67,24616.97,13812572
2016-02-08,24637.41,24698.6,24198.18,24287.42,12086190
2016-02-09,24076.85,24109.39,23920.28,24020.98,11855722
2016-02-10,23938.32,23938.32,23637.7,23758.9,19968356
2016-02-11,23758.46,23758.46,22910.69,22951.83,23890476
2016-02-12,23060.39,23159.83,22602.73,22986.12,25940036
2016-02-15,23223.43,23622.28,23209.75,23554.12,21005424
2016-02-16,23688.61,23688.61,23168.29,23191.97,22889352
2016-02-17,23237.23,23434.11,22920.89,23381.87,17059840
2016-02-18,23536.47,23735.35,23449.01,23649.22,16188509
2016-02-19,23640.32,23774.16,23510.43,23709.15,11971004
2016-02-22,23783.47,23854.96,23681.02,23788.79,9847264
2016-02-23,23850.41,23851.25,23363.62,23410.18,17229124
2016-02-24,23332.94,23332.94,23057.66,23088.93,14354667
2016-02-25,23105.16,23142.96,22948.1,22976,16368673
2016-02-26,23141.08,23226.81,23021.94,23154.3,11915812
2016-02-29,23238.5,23341.29,22502.5,23002,60657008
2016-03-01,23153.32,23820.58,23153.32,23779.35,16168948
2016-03-02,24044.96,24279.82,24044.96,24242.98,23466272
2016-03-03,24386.67,24639.09,24385.39,24606.99,20060592
2016-03-04,24704.59,24712.31,24531.91,24646.48,17965152
2016-03-08,24655.19,24793.26,24509.35,24659.23,26785752
2016-03-09,24527.27,24818.79,24451.96,24793.96,12302921
2016-03-10,24815.7,24815.7,24471.82,24623.34,14808022
2016-03-11,24620.39,24817.27,24553.43,24717.99,15329939
2016-03-14,24801.7,24959.13,24735.08,24804.28,31025008
2016-03-15,24832.04,24832.04,24518.03,24551.17,12530513
2016-03-16,24537.61,24704.72,24354.83,24682.48,11264981
2016-03-17,24852.18,24947.84,24578.72,24677.37,15136054
2016-03-18,24729.41,24985.38,24682.01,24952.74,14548569
2016-03-21,25007.56,25326.18,24993.4,25285.37,12795196
2016-03-22,25331.01,25381.12,25083.97,25330.49,12428600
2016-03-23,25322.1,25367.66,25156.89,25337.56,9781252
2016-03-28,25417.11,25417.11,24895.85,24966.4,10354992
2016-03-29,24957.24,25078.83,24835.66,24900.46,11291453
2016-03-30,25062.06,25357.79,25055.8,25338.58,11044973
2016-03-31,25364.75,25479.06,25224.22,25341.86,11921889
2016-04-01,25301.7,25354.94,25119.58,25269.64,11836028
2016-04-04,25333.98,25420.82,25223.73,25399.65,8037217
2016-04-05,25372.44,25372.44,24838.6,24883.59,15309993
2016-04-06,24978.86,24996.72,24834.48,24900.63,10586199
2016-04-07,24998.79,24998.79,24648.54,24685.42,19779036
2016-04-08,24665.8,24735.7,24608.86,24673.84,10001746
2016-04-11,24789.4,25047.97,24523.3,25022.16,26720026
2016-04-12,25056.47,25179.9,24998.06,25145.59,11900397
2016-04-13,25358.42,25670.8,25358.42,25626.75,15000553
2016-04-18,25833.16,25864.56,25635.33,25816.36,8809814
2016-04-20,25942.34,25955.67,25717.07,25844.18,11637159
2016-04-21,25979.68,26078.56,25783.21,25880.38,18673064
2016-04-22,25892.49,25921.84,25774.03,25838.14,13774868
2016-04-25,25891.03,25891.03,25587.15,25678.93,8494280
2016-04-26,25604.92,26054.11,25555.19,26007.3,11544952
2016-04-27,25956.42,26092.67,25889.57,26064.12,11522903
2016-04-28,26078.28,26099.65,25563.6,25603.1,15088515
2016-04-29,25612.91,25755.09,25424.54,25606.62,15148890
2016-05-02,25565.44,25565.44,25341.98,25436.97,7947640
2016-05-03,25500.14,25705.55,25196.01,25229.7,11280806
2016-05-04,25210.87,25244.26,25065.29,25101.73,16321403
2016-05-05,25187.66,25393.69,25162.94,25262.21,11735451
2016-05-06,25223.67,25260.18,25058.07,25228.5,11631574
2016-05-09,25321.83,25709.14,25321.83,25688.86,12132086
2016-05-10,25682.98,25809.39,25614.58,25772.53,10756998
2016-05-11,25548.97,25762.08,25414.99,25597.02,9590287
2016-05-12,25684.6,25826.71,25620.9,25790.22,10069371
2016-05-13,25739.94,25739.94,25400.47,25489.57,12862789
2016-05-16,25528.8,25686.56,25351.99,25653.23,13298912
2016-05-17,25756.14,25926.82,25734.19,25773.61,11770925
2016-05-18,25671.48,25746.86,25503.9,25704.61,10091990
2016-05-19,25713.84,25713.84,25354.77,25399.72,14780881
2016-05-20,25428.42,25505.61,25253.77,25301.9,13992320
2016-05-23,25447.72,25513.52,25209.86,25230.36,11738966
2016-05-24,25256.97,25340.47,25183.47,25305.47,10989040
2016-05-25,25432.1,25896.76,25432.1,25881.17,9767828
2016-05-26,26008.25,26394.96,25941.51,26366.68,14337907
2016-05-27,26415.93,26675.57,26415.62,26653.6,21415362
2016-05-30,26694.75,26794.96,26623.33,26725.6,15325863
2016-05-31,26817.75,26832.97,26561.69,26667.96,27320692
2016-06-01,26684.46,26855.17,26679.37,26713.93,13847445
2016-06-02,26694.28,26884.47,26641.87,26843.14,11366550
2016-06-03,26919.23,27007.53,26794.18,26843.03,13395758
2016-06-06,26897.84,26898.1,26729.69,26777.45,9027436
2016-06-07,26833.54,27082.05,26833.46,27009.67,15261843
2016-06-08,27085.24,27104.62,26974.22,27020.66,12903719
2016-06-09,26994.48,26994.48,26692.66,26763.46,10372650
2016-06-10,26742.26,26972.06,26621.83,26635.75,10393301
2016-06-13,26468.27,26468.27,26263.25,26396.77,9368777
2016-06-14,26482.5,26482.5,26265.7,26395.71,8023645
2016-06-15,26500.79,26752.19,26446.59,26726.34,12749410
2016-06-16,26686.03,26686.03,26315.09,26525.46,13004194
2016-06-17,26653.85,26730.12,26539.13,26625.91,9592515
2016-06-20,26497.11,26884.72,26450.06,26866.92,9822335
2016-06-21,26907.42,26925.64,26756.26,26812.78,7197172
2016-06-22,26791.68,26886.13,26620.25,26765.65,7878396
2016-06-23,26753.2,27060.79,26736.66,27002.22,9624360
2016-06-24,26367.48,26433.24,25911.92,26397.71,25198026
2016-06-27,26347.81,26493.33,26262.79,26402.96,18937188
2016-06-28,26410.66,26582.4,26378.46,26524.55,8414843
2016-06-29,26627.15,26775.86,26606.31,26740.39,7892331
2016-06-30,26926.17,27069.23,26872.6,26999.72,8927133
2016-07-01,27064.33,27243.09,27064.33,27144.91,10265247
2016-07-04,27314.44,27385.25,27257.63,27278.76,8631183
2016-07-05,27340.72,27340.72,27127.3,27166.87,10717938
2016-07-07,27209.97,27288.17,27147.28,27201.49,9092647
2016-07-08,27292.2,27292.2,27034.38,27126.9,14287711
2016-07-11,27358.23,27646.21,27358.23,27626.69,24598632
2016-07-12,27667.81,27827.82,27667.81,27808.14,12598569
2016-07-13,27912.14,27923.95,27753.03,27815.18,18121204
2016-07-14,27857.8,27967.7,27764.31,27942.11,10766874
2016-07-15,27966.14,28047.31,27736.75,27836.5,16782188
2016-07-18,27920.66,28012.7,27698.92,27746.66,21133590
2016-07-19,27790.05,27823.79,27639.26,27787.62,17262648
2016-07-20,27775.7,27932.37,27767.91,27915.89,12899032
2016-07-21,27980.07,27980.07,27691.1,27710.52,12572148
2016-07-22,27721.72,27823.59,27648.3,27803.24,9777882
2016-07-25,27753.96,28110.01,27738.91,28095.34,15834651
2016-07-26,28121.37,28149.26,27929.96,27976.52,11409244
2016-07-27,27976.14,28209.82,27901.23,28024.33,10715770
2016-07-28,28108.78,28237.81,28066.22,28208.62,15097662
2016-07-29,28232.87,28232.87,28038.13,28051.86,11857350
2016-08-01,28083.08,28283,27873.57,28003.12,14111483
2016-08-02,28069.12,28174.22,27943.91,27981.71,10416292
2016-08-03,28008.52,28008.52,27648.21,27697.51,12238629
2016-08-04,27899.88,27899.88,27628.4,27714.37,15032590
2016-08-05,27810.55,28108.73,27810.55,28078.35,14094789
2016-08-08,28181.92,28225.55,28132.59,28182.57,20933194
2016-08-09,28289.22,28289.22,27956.91,28085.16,14623820
2016-08-10,28133.36,28142.4,27736.89,27774.88,15888934
2016-08-11,27805.94,27902.39,27700.67,27859.6,10241081
2016-08-12,27919.95,28202.47,27904.35,28152.4,21634934
2016-08-16,28190.04,28198.86,27943.07,28064.61,15040368
2016-08-17,28061.79,28173.98,27960.35,28005.37,12020697
2016-08-18,28077.64,28213.94,28077.64,28123.44,12881569
2016-08-19,28167.66,28205.59,28026.48,28077,16106411
2016-08-22,28088.07,28142.44,27918.69,27985.54,13004022
2016-08-23,28012.56,28028.98,27854.8,27990.21,12788385
2016-08-24,28065.25,28108.38,27960.76,28059.94,8337167
2016-08-25,28103.6,28154,27804.61,27835.91,6896227
2016-08-26,27882.75,27935.88,27697.43,27782.25,9434541
2016-08-29,27827.26,27949.47,27699.01,27902.66,12239244
2016-08-30,28012.46,28466.44,28012.46,28343.01,10884384
2016-08-31,28372.25,28532.07,28364.12,28452.17,10734798
